epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
10,0.7932983636856079,9.999999747378752e-05,0.44876062870025635,0.8155339956283569,0.4341396689414978
11,0.9035122990608215,9.999999747378752e-05,0.22907771170139313,0.8414239287376404,0.503009557723999
12,0.9176422953605652,9.999999747378752e-05,0.20850110054016113,0.8608414530754089,0.3088173270225525
13,0.9386354684829712,9.999999747378752e-05,0.14901202917099,0.8802589178085327,0.3282216787338257
14,0.9430763125419617,9.999999747378752e-05,0.1457609385251999,0.8802589178085327,0.25802528858184814
15,0.9511505961418152,9.999999747378752e-05,0.11562389880418777,0.8705501556396484,0.5647364854812622
16,0.9390391707420349,9.999999747378752e-05,0.15897129476070404,0.8737863898277283,0.5087295770645142
17,0.9446911811828613,9.999999747378752e-05,0.12774407863616943,0.8834951519966125,0.29263293743133545
18,0.9519580006599426,4.999999873689376e-05,0.11568767577409744,0.9126213788986206,0.18814685940742493
19,0.96649169921875,4.999999873689376e-05,0.07498789578676224,0.9190938472747803,0.16329644620418549
20,0.9709326028823853,4.999999873689376e-05,0.07376827299594879,0.9061488509178162,0.38879162073135376
21,0.9753734469413757,4.999999873689376e-05,0.06464982777833939,0.9158576130867004,0.21367689967155457
22,0.9806216955184937,4.999999873689376e-05,0.049693748354911804,0.9255663156509399,0.24515247344970703
23,0.9810254573822021,2.499999936844688e-05,0.04396508261561394,0.9158576130867004,0.2585262060165405
24,0.9798142910003662,2.499999936844688e-05,0.04510955139994621,0.9190938472747803,0.33194655179977417
25,0.9810254573822021,2.499999936844688e-05,0.04909781366586685,0.9449838399887085,0.1526009738445282
26,0.9854663014411926,2.499999936844688e-05,0.03420276194810867,0.9352750778198242,0.26424404978752136
27,0.9890997409820557,2.499999936844688e-05,0.028702549636363983,0.9320388436317444,0.21966533362865448
28,0.9939442873001099,2.499999936844688e-05,0.01919604279100895,0.9449838399887085,0.19490429759025574
29,0.9915220141410828,1.249999968422344e-05,0.021024448797106743,0.9482200741767883,0.216549351811409
30,0.9951554536819458,1.249999968422344e-05,0.016987517476081848,0.9223300814628601,0.38979893922805786
31,0.9951554536819458,1.249999968422344e-05,0.014688326045870781,0.9449838399887085,0.23965206742286682
