epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
10,0.8110617399215698,9.999999747378752e-05,0.42351996898651123,0.8381876945495605,0.4397101104259491
11,0.9192571640014648,9.999999747378752e-05,0.21178331971168518,0.8705501556396484,0.28944721817970276
12,0.9394428730010986,9.999999747378752e-05,0.1629077047109604,0.8996763825416565,0.35771870613098145
13,0.9519580006599426,9.999999747378752e-05,0.1366925835609436,0.9190938472747803,0.21677330136299133
14,0.9467097520828247,9.999999747378752e-05,0.12868936359882355,0.893203854560852,0.4247102737426758
15,0.957610011100769,9.999999747378752e-05,0.0990307480096817,0.9158576130867004,0.27544429898262024
16,0.9681065678596497,9.999999747378752e-05,0.08705893903970718,0.8899676203727722,0.3492443561553955
17,0.9769883155822754,4.999999873689376e-05,0.05652617663145065,0.9417475461959839,0.12523379921913147
18,0.9777957201004028,4.999999873689376e-05,0.06664152443408966,0.9223300814628601,0.306348592042923
19,0.974969744682312,4.999999873689376e-05,0.054915137588977814,0.9288026094436646,0.17495547235012054
20,0.9802179932594299,4.999999873689376e-05,0.049148060381412506,0.9514563083648682,0.17103791236877441
21,0.9903108477592468,2.499999936844688e-05,0.029950039461255074,0.938511312007904,0.14578911662101746
22,0.9899071455001831,2.499999936844688e-05,0.02945295348763466,0.9449838399887085,0.18247289955615997
23,0.9939442873001099,2.499999936844688e-05,0.019796527922153473,0.9417475461959839,0.1575562059879303
