epoch,accuracy,loss,val_accuracy,val_loss
0,0.7468712329864502,1.4509363174438477,0.508090615272522,0.7991471886634827
1,0.804602324962616,0.5614388585090637,0.7346278429031372,0.5710986256599426
2,0.8183286190032959,0.5082324743270874,0.6601941585540771,0.5948855876922607
3,0.8296326398849487,0.44727060198783875,0.7961165308952332,0.48626455664634705
4,0.8328623175621033,0.4049935042858124,0.783171534538269,0.4881927967071533
5,0.8364957571029663,0.3781379461288452,0.7766990065574646,0.49553218483924866
6,0.8413403034210205,0.37473583221435547,0.783171534538269,0.5026455521583557
7,0.8522406220436096,0.35360223054885864,0.7961165308952332,0.49880844354629517
8,0.849414587020874,0.357592910528183,0.799352765083313,0.4837868809700012
9,0.8490108847618103,0.370323121547699,0.8025889992713928,0.4233323335647583
10,0.8546628952026367,0.3433455228805542,0.8025889992713928,0.4201663136482239
11,0.8574888706207275,0.33390986919403076,0.783171534538269,0.40810316801071167
12,0.857892632484436,0.3210988938808441,0.8090614676475525,0.40972989797592163
13,0.8607186079025269,0.33027997612953186,0.7928802371025085,0.39573222398757935
14,0.8647557497024536,0.3274252414703369,0.8058252334594727,0.3965734839439392
15,0.8744449019432068,0.3103681206703186,0.8122977614402771,0.4036455750465393
16,0.8732337355613708,0.3096748888492584,0.8155339956283569,0.4364582598209381
17,0.8736374378204346,0.29941970109939575,0.8220064640045166,0.3730471432209015
18,0.8716188669204712,0.3065415322780609,0.8187702298164368,0.3881174623966217
19,0.8683891892433167,0.3111967444419861,0.8058252334594727,0.3786675035953522
20,0.8784820437431335,0.2863045036792755,0.828478991985321,0.39771902561187744
21,0.8736374378204346,0.2977147400379181,0.8317152261734009,0.37173476815223694
22,0.8728300333023071,0.29656991362571716,0.8220064640045166,0.40828582644462585
23,0.8744449019432068,0.27598947286605835,0.8220064640045166,0.34664803743362427
24,0.8760597705841064,0.2829830050468445,0.828478991985321,0.38019242882728577
25,0.8817117214202881,0.28153836727142334,0.828478991985321,0.39552220702171326
26,0.8784820437431335,0.2885955274105072,0.8187702298164368,0.42547252774238586
27,0.8784820437431335,0.28916338086128235,0.828478991985321,0.34234827756881714
28,0.88413405418396,0.27210405468940735,0.828478991985321,0.3654215931892395
29,0.8788857460021973,0.27703508734703064,0.8155339956283569,0.35763195157051086
