epoch,accuracy,loss,val_accuracy,val_loss
0,0.8155026435852051,0.7915602326393127,0.19093851745128632,20.7248592376709
1,0.8562777638435364,0.3285447955131531,0.19093851745128632,24.991661071777344
2,0.8720226287841797,0.2966853976249695,0.7475728392601013,0.628616452217102
3,0.88413405418396,0.2664153277873993,0.8252426981925964,0.4524734616279602
4,0.8994751572608948,0.25979533791542053,0.7637540698051453,0.6088141798973083
5,0.88413405418396,0.27588725090026855,0.8058252334594727,0.588372528553009
6,0.8881711959838867,0.2634523808956146,0.8640776872634888,0.35996752977371216
7,0.9051271677017212,0.22235389053821564,0.8317152261734009,0.6270032525062561
8,0.9180459976196289,0.19739173352718353,0.8673139214515686,0.4500615894794464
9,0.9031085968017578,0.23749764263629913,0.8220064640045166,1.371042013168335
10,0.9212757349014282,0.181357741355896,0.8640776872634888,0.35488438606262207
11,0.9313685894012451,0.16221055388450623,0.8640776872634888,0.3938952088356018
12,0.9418651461601257,0.15278851985931396,0.8576051592826843,0.4676370322704315
13,0.9345983266830444,0.14606873691082,0.8899676203727722,0.3805978000164032
14,0.9446911811828613,0.12883010506629944,0.8155339956283569,0.5738332867622375
15,0.9438837170600891,0.13030114769935608,0.8802589178085327,0.38399288058280945
16,0.9523617029190063,0.11652901023626328,0.8705501556396484,0.4409532845020294
17,0.9568026065826416,0.10420502722263336,0.8737863898277283,0.46442192792892456
18,0.9559951424598694,0.10797853767871857,0.8867313861846924,0.39579880237579346
