epoch,accuracy,loss,val_accuracy,val_loss
0,0.8078320622444153,0.5696653723716736,0.8155339956283569,0.8305913805961609
1,0.8970528841018677,0.2557496726512909,0.8155339956283569,0.8196923136711121
2,0.909164309501648,0.19680427014827728,0.8155339956283569,0.7384248971939087
3,0.9176422953605652,0.1803087741136551,0.828478991985321,0.6392412781715393
4,0.9317722916603088,0.1672201007604599,0.8317152261734009,0.6207923293113708
5,0.9350020289421082,0.14842836558818817,0.8381876945495605,0.5698326826095581
6,0.9410577416419983,0.1424897462129593,0.8381876945495605,0.5544202327728271
7,0.9463059902191162,0.13386601209640503,0.8478964567184448,0.5035188794136047
8,0.9479208588600159,0.12449675053358078,0.8543689250946045,0.458307147026062
9,0.9499394297599792,0.12101763486862183,0.8511326909065247,0.41176658868789673
10,0.9559951424598694,0.11204779893159866,0.8543689250946045,0.39629271626472473
11,0.9592248797416687,0.1021527349948883,0.8705501556396484,0.37241050601005554
12,0.9628583192825317,0.09781836718320847,0.8673139214515686,0.3702898323535919
13,0.9616471529006958,0.09568510949611664,0.8673139214515686,0.36965054273605347
14,0.9624545574188232,0.0975833311676979,0.8705501556396484,0.3832668960094452
