epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
10,0.8050060272216797,9.999999747378752e-05,0.8888211846351624,0.19093851745128632,63.008880615234375
11,0.8708114624023438,9.999999747378752e-05,0.3703708052635193,0.19093851745128632,56.678916931152344
12,0.8978602886199951,9.999999747378752e-05,0.31906574964523315,0.21359223127365112,59.83565902709961
13,0.907953143119812,9.999999747378752e-05,0.2973119914531708,0.35922330617904663,22.66509437561035
14,0.9261202812194824,9.999999747378752e-05,0.21740171313285828,0.7055016160011292,2.94075870513916
15,0.9249091744422913,9.999999747378752e-05,0.22441412508487701,0.7572815418243408,1.1744054555892944
16,0.9374243021011353,9.999999747378752e-05,0.17380185425281525,0.8317152261734009,0.6791009902954102
17,0.9406540393829346,9.999999747378752e-05,0.17985963821411133,0.8576051592826843,0.5130806565284729
18,0.9487283229827881,9.999999747378752e-05,0.16164939105510712,0.9029126167297363,0.5323746800422668
19,0.9459022879600525,9.999999747378752e-05,0.1413247138261795,0.8834951519966125,0.39820191264152527
20,0.9523617029190063,9.999999747378752e-05,0.1246865913271904,0.893203854560852,0.40522316098213196
21,0.9604359865188599,9.999999747378752e-05,0.11887069791555405,0.9029126167297363,0.4003400504589081
22,0.9709326028823853,9.999999747378752e-05,0.08232992887496948,0.8964401483535767,0.4766457676887512
23,0.9648768901824951,4.999999873689376e-05,0.09715837240219116,0.8964401483535767,0.34701991081237793
24,0.9753734469413757,4.999999873689376e-05,0.07422725856304169,0.9223300814628601,0.28744271397590637
25,0.9761808514595032,4.999999873689376e-05,0.05726990848779678,0.9190938472747803,0.36630773544311523
26,0.9725474119186401,4.999999873689376e-05,0.07029783725738525,0.9126213788986206,0.30162981152534485
27,0.9850625991821289,4.999999873689376e-05,0.03778328374028206,0.9352750778198242,0.23178450763225555
28,0.9818328619003296,4.999999873689376e-05,0.04578346386551857,0.9190938472747803,0.3453025817871094
29,0.9822365641593933,4.999999873689376e-05,0.06051456555724144,0.9320388436317444,0.33128729462623596
30,0.9814291596412659,4.999999873689376e-05,0.05868982896208763,0.9158576130867004,0.2693804204463959
31,0.9842551350593567,2.499999936844688e-05,0.03451049327850342,0.9417475461959839,0.29899612069129944
32,0.9923294186592102,2.499999936844688e-05,0.02285011112689972,0.9417475461959839,0.3045419752597809
33,0.991118311882019,2.499999936844688e-05,0.024785498157143593,0.9352750778198242,0.41613665223121643
