epoch,accuracy,loss,val_accuracy,val_loss
0,0.8037949204444885,0.6046047806739807,0.19093851745128632,8.091525077819824
1,0.8591037392616272,0.3517910838127136,0.25242719054222107,4.3786540031433105
2,0.866774320602417,0.3115307688713074,0.7702265381813049,0.6126527190208435
3,0.879289448261261,0.26965025067329407,0.8414239287376404,0.3724364638328552
4,0.8861526250839233,0.255236953496933,0.8090614676475525,0.39135268330574036
5,0.8998788595199585,0.23894312977790833,0.8317152261734009,0.5335620045661926
6,0.9027048945426941,0.23333242535591125,0.8543689250946045,0.48877841234207153
7,0.9160274267196655,0.19573628902435303,0.8220064640045166,0.6744062900543213
8,0.9176422953605652,0.1945694386959076,0.828478991985321,0.42040377855300903
9,0.9273314476013184,0.1697292923927307,0.8543689250946045,0.4390808939933777
10,0.9345983266830444,0.1490919291973114,0.8478964567184448,0.35064035654067993
11,0.9402502775192261,0.14393086731433868,0.8478964567184448,0.42397162318229675
12,0.9394428730010986,0.13265684247016907,0.8576051592826843,0.47565922141075134
13,0.9471134543418884,0.12658309936523438,0.8673139214515686,0.37350815534591675
14,0.9563988447189331,0.11195393651723862,0.8640776872634888,0.39606237411499023
15,0.9547840356826782,0.11295343190431595,0.8705501556396484,0.35760360956192017
16,0.9568026065826416,0.10436440259218216,0.8705501556396484,0.3555324375629425
17,0.9467097520828247,0.11690026521682739,0.8608414530754089,0.3718283772468567
18,0.9600322842597961,0.10725795477628708,0.8705501556396484,0.3599964380264282
