epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
10,0.8768671751022339,0.0005000000237487257,0.32150691747665405,0.692556619644165,1.0496571063995361
11,0.9172385931015015,0.0005000000237487257,0.18961577117443085,0.5728155374526978,2.028350830078125
12,0.9362131357192993,0.0005000000237487257,0.16516125202178955,0.44983819127082825,4.208118915557861
13,0.9390391707420349,0.0005000000237487257,0.14884696900844574,0.6828479170799255,1.9736855030059814
14,0.953976571559906,0.0002500000118743628,0.11219291388988495,0.8576051592826843,0.872410237789154
15,0.9660879969596863,0.0002500000118743628,0.08355780690908432,0.8673139214515686,0.6117307543754578
16,0.9689140319824219,0.0002500000118743628,0.07534971833229065,0.8122977614402771,1.063215732574463
17,0.9781994223594666,0.0002500000118743628,0.05913582816720009,0.8673139214515686,0.5774683952331543
18,0.9818328619003296,0.0002500000118743628,0.049728866666555405,0.9255663156509399,0.5366960763931274
19,0.9769883155822754,0.0002500000118743628,0.056916359812021255,0.8867313861846924,0.8483408689498901
20,0.9777957201004028,0.0002500000118743628,0.057495277374982834,0.893203854560852,1.0218993425369263
21,0.9761808514595032,0.0002500000118743628,0.0643095150589943,0.9126213788986206,0.8341679573059082
22,0.9850625991821289,0.0001250000059371814,0.03674798086285591,0.9061488509178162,0.6999111175537109
23,0.9862737059593201,0.0001250000059371814,0.03463160619139671,0.9061488509178162,0.9689813256263733
24,0.9830440282821655,0.0001250000059371814,0.04889436066150665,0.8964401483535767,0.9381041526794434
