epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
10,0.7379894852638245,9.999999747378752e-05,0.556835949420929,0.692556619644165,0.5709490776062012
11,0.8603149056434631,9.999999747378752e-05,0.30816763639450073,0.8252426981925964,0.5527235865592957
12,0.9039160013198853,9.999999747378752e-05,0.23049020767211914,0.8478964567184448,0.3765115439891815
13,0.9180459976196289,9.999999747378752e-05,0.21110108494758606,0.8576051592826843,0.6186651587486267
14,0.9406540393829346,9.999999747378752e-05,0.15126420557498932,0.8834951519966125,0.28538861870765686
15,0.9442874193191528,9.999999747378752e-05,0.13644903898239136,0.8673139214515686,0.7339330911636353
16,0.9487283229827881,9.999999747378752e-05,0.1286739557981491,0.8576051592826843,0.49330535531044006
17,0.9507468938827515,9.999999747378752e-05,0.11785057932138443,0.909385085105896,0.23177678883075714
18,0.9362131357192993,9.999999747378752e-05,0.1390901505947113,0.9061488509178162,0.33529528975486755
19,0.9600322842597961,9.999999747378752e-05,0.11185073107481003,0.9158576130867004,0.3895082175731659
20,0.970125138759613,9.999999747378752e-05,0.07476949691772461,0.9190938472747803,0.25894689559936523
21,0.9781994223594666,4.999999873689376e-05,0.05735672265291214,0.9223300814628601,0.3003395199775696
22,0.9818328619003296,4.999999873689376e-05,0.04876748472452164,0.9255663156509399,0.23155765235424042
23,0.9810254573822021,4.999999873689376e-05,0.048699092119932175,0.9223300814628601,0.49235618114471436
24,0.9862737059593201,4.999999873689376e-05,0.03907259553670883,0.9029126167297363,0.3779059946537018
25,0.9907145500183105,4.999999873689376e-05,0.026619400829076767,0.9352750778198242,0.28827589750289917
26,0.9850625991821289,2.499999936844688e-05,0.03324388712644577,0.9255663156509399,0.2527655065059662
27,0.9955591559410095,2.499999936844688e-05,0.014272887259721756,0.9190938472747803,0.46039390563964844
28,0.9927331209182739,2.499999936844688e-05,0.019471341744065285,0.938511312007904,0.3774825632572174
