model,phase1_units,phase1_dropout,phase1_lr,phase1_opt,phase2_layers,phase2_lr,augmentation
VGG16,320,0.0,0.001,rmsprop,15,5e-05,"{'rescale': 0.00392156862745098, 'rotation_range': 15, 'width_shift_range': 0.1, 'height_shift_range': 0.1, 'zoom_range': 0.1, 'horizontal_flip': True, 'fill_mode': 'nearest'}"
