epoch,accuracy,loss,val_accuracy,val_loss
0,0.7840129137039185,0.45004796981811523,0.7961165308952332,0.48023656010627747
1,0.8720226287841797,0.3031349778175354,0.799352765083313,0.45575064420700073
2,0.8877674341201782,0.2732536196708679,0.8058252334594727,0.4855998158454895
3,0.8845377564430237,0.25955989956855774,0.8090614676475525,0.4441705644130707
4,0.9010900259017944,0.2408614605665207,0.8187702298164368,0.4338163137435913
5,0.900282621383667,0.23440854251384735,0.8220064640045166,0.4234645366668701
6,0.8986677527427673,0.22203966975212097,0.8122977614402771,0.4500911235809326
7,0.9099717140197754,0.21204103529453278,0.8252426981925964,0.4267497658729553
8,0.9095680117607117,0.21911455690860748,0.8381876945495605,0.4066489636898041
9,0.9188534617424011,0.1968480795621872,0.8155339956283569,0.4961356222629547
10,0.9160274267196655,0.19304358959197998,0.8414239287376404,0.4036882519721985
11,0.9212757349014282,0.19337597489356995,0.8414239287376404,0.41054752469062805
12,0.9200645685195923,0.18881726264953613,0.828478991985321,0.4510192275047302
13,0.9099717140197754,0.19910141825675964,0.8381876945495605,0.4173675775527954
14,0.9232943058013916,0.17950257658958435,0.8414239287376404,0.4052722156047821
15,0.9249091744422913,0.17274361848831177,0.8414239287376404,0.41670534014701843
