epoch,accuracy,loss,val_accuracy,val_loss
0,0.8300363421440125,0.4385642409324646,0.8220064640045166,0.418285071849823
1,0.8877674341201782,0.26063239574432373,0.8155339956283569,0.6056510806083679
2,0.8938231468200684,0.2388731986284256,0.8187702298164368,0.40256384015083313
3,0.9075494408607483,0.21389628946781158,0.8187702298164368,0.4475785493850708
4,0.9018974304199219,0.21069121360778809,0.8187702298164368,0.5200920104980469
5,0.9184497594833374,0.18568328022956848,0.828478991985321,0.4128965139389038
6,0.9216794371604919,0.1760052740573883,0.8608414530754089,0.3375256359577179
7,0.925312876701355,0.17399634420871735,0.8317152261734009,0.49113592505455017
8,0.9370205998420715,0.14984160661697388,0.8543689250946045,0.36447906494140625
9,0.9386354684829712,0.13672225177288055,0.844660222530365,0.4435790777206421
