epoch,accuracy,loss,val_accuracy,val_loss
0,0.7060961127281189,0.589733898639679,0.19093851745128632,0.9692743420600891
1,0.7678643465042114,0.4976079761981964,0.19093851745128632,1.1561150550842285
2,0.792087197303772,0.4560782015323639,0.19093851745128632,0.8704662322998047
3,0.811869204044342,0.4280470609664917,0.22653721272945404,0.7579874396324158
4,0.8163100481033325,0.4147306978702545,0.5113268494606018,0.6861549019813538
5,0.8227694630622864,0.38795486092567444,0.7508090734481812,0.4868886470794678
6,0.8300363421440125,0.37422189116477966,0.7799353003501892,0.4443008303642273
7,0.8437626361846924,0.3646009862422943,0.7928802371025085,0.4729059636592865
8,0.85062575340271,0.3596053123474121,0.7928802371025085,0.467298299074173
9,0.8538554906845093,0.3438994586467743,0.7702265381813049,0.48990747332572937
10,0.8482034802436829,0.3438461422920227,0.799352765083313,0.45950475335121155
11,0.8570851683616638,0.3379342257976532,0.7896440029144287,0.46646690368652344
