epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.7921751737594604,3.805412530899048,0.7665529251098633,0.8257352709770203,0.19093851745128632,71.73136138916016,0.0,0.0
1,0.8482034802436829,1.8737858533859253,0.8013136386871338,0.8792792558670044,0.19093851745128632,84.72478485107422,0.0,0.0
2,0.8627371788024902,1.6470293998718262,0.8192371726036072,0.8900901079177856,0.19093851745128632,78.16824340820312,0.0,0.0
3,0.8700040578842163,1.4723628759384155,0.8333333134651184,0.8873873949050903,0.19093851745128632,59.795257568359375,0.0,0.0
4,0.8740411996841431,1.3641692399978638,0.8217741847038269,0.9180180430412292,0.2556634247303009,25.96429443359375,0.9545454382896423,0.08399999886751175
5,0.875656008720398,1.2710442543029785,0.8281505703926086,0.9117116928100586,0.44012945890426636,6.537784576416016,0.9529411792755127,0.3240000009536743
6,0.8720226287841797,1.1715452671051025,0.8334735035896301,0.892792820930481,0.7928802371025085,1.5238306522369385,0.904347836971283,0.8320000171661377
7,0.8800969123840332,1.076212763786316,0.8430379629135132,0.8999999761581421,0.7734627723693848,1.2824411392211914,0.9054054021835327,0.8040000200271606
8,0.8881711959838867,1.0004686117172241,0.8491198420524597,0.9126126170158386,0.828478991985321,1.1218225955963135,0.8555956482887268,0.9480000138282776
9,0.8764634728431702,0.9763280153274536,0.8406779766082764,0.8936936855316162,0.8220064640045166,1.5467219352722168,0.8305084705352783,0.9800000190734863
10,0.8958417177200317,0.9279398918151855,0.8723776340484619,0.8990991115570068,0.8317152261734009,1.0415968894958496,0.8367347121238708,0.984000027179718
11,0.8970528841018677,0.8760524392127991,0.8619813919067383,0.9171171188354492,0.844660222530365,0.9272662401199341,0.89453125,0.9160000085830688
12,0.896649181842804,0.8346267342567444,0.8745614290237427,0.8981981873512268,0.8317152261734009,1.0316734313964844,0.8390411138534546,0.9800000190734863
13,0.9018974304199219,0.8055306673049927,0.8683092594146729,0.9207206964492798,0.8673139214515686,0.8743146657943726,0.8827838897705078,0.9639999866485596
14,0.8986677527427673,0.7700850963592529,0.8757655024528503,0.9018018245697021,0.8187702298164368,1.1339062452316284,0.8255033493041992,0.984000027179718
15,0.899071455001831,0.7884010672569275,0.8662691712379456,0.9162161946296692,0.8122977614402771,0.9480350017547607,0.8809523582458496,0.8880000114440918
16,0.8938231468200684,0.7552279233932495,0.8692240715026855,0.8981981873512268,0.7281553149223328,1.487266182899475,0.8878504633903503,0.7599999904632568
17,0.9208720326423645,0.7171899676322937,0.8980836272239685,0.9288288354873657,0.8317152261734009,0.9181836843490601,0.8322147727012634,0.9919999837875366
18,0.9216794371604919,0.6512652039527893,0.8975694179534912,0.931531548500061,0.8511326909065247,0.8870087265968323,0.8517241477966309,0.9879999756813049
19,0.9281388521194458,0.6246913075447083,0.9102112650871277,0.931531548500061,0.8543689250946045,0.8281559348106384,0.85467129945755,0.9879999756813049
20,0.9228906035423279,0.6035212278366089,0.9027169346809387,0.9279279112815857,0.8543689250946045,0.8217465877532959,0.8621907830238342,0.9760000109672546
21,0.924101710319519,0.590558648109436,0.9094138741493225,0.9225225448608398,0.8155339956283569,1.1596629619598389,0.8249158263206482,0.9800000190734863
22,0.9236980080604553,0.5861733555793762,0.9050132036209106,0.9270270466804504,0.8737863898277283,0.8961593508720398,0.8781362175941467,0.9800000190734863
23,0.9257165789604187,0.5745967626571655,0.9119216799736023,0.9234234094619751,0.8511326909065247,0.8402512669563293,0.8617021441459656,0.972000002861023
24,0.9374243021011353,0.5412362217903137,0.9177602529525757,0.9450450539588928,0.8381876945495605,0.8462168574333191,0.8448275923728943,0.9800000190734863
25,0.950343132019043,0.5030775666236877,0.9302528500556946,0.9612612724304199,0.8317152261734009,0.8531337380409241,0.8510638475418091,0.9599999785423279
26,0.9422688484191895,0.4951789975166321,0.9230096340179443,0.9504504799842834,0.8511326909065247,0.839607298374176,0.8566433787345886,0.9800000190734863
27,0.9527654647827148,0.47504886984825134,0.936675488948822,0.9594594836235046,0.8640776872634888,0.824259340763092,0.868794322013855,0.9800000190734863
28,0.9604359865188599,0.45544758439064026,0.9438596367835999,0.9693693518638611,0.8673139214515686,0.7369845509529114,0.8913857936859131,0.9520000219345093
29,0.9523617029190063,0.4621998369693756,0.9404973387718201,0.954054057598114,0.8349514603614807,0.9021230936050415,0.8491228222846985,0.9679999947547913
30,0.9563988447189331,0.4526885747909546,0.9394736886024475,0.9648648500442505,0.844660222530365,0.8707175850868225,0.8531468510627747,0.9760000109672546
31,0.9616471529006958,0.43573513627052307,0.9463500380516052,0.9693693518638611,0.8576051592826843,0.7314351797103882,0.8759124279022217,0.9599999785423279
32,0.9568026065826416,0.4356001913547516,0.9481679797172546,0.9558558464050293,0.8478964567184448,0.8047474026679993,0.8637992739677429,0.9639999866485596
33,0.9600322842597961,0.42945751547813416,0.946160614490509,0.9657657742500305,0.8608414530754089,0.8101597428321838,0.8736461997032166,0.9679999947547913
34,0.957610011100769,0.4299096465110779,0.9458739757537842,0.9603603482246399,0.8834951519966125,0.7394185066223145,0.8821428418159485,0.9879999756813049
