epoch,accuracy,loss,val_accuracy,val_loss
0,0.8909971714019775,0.2524576783180237,0.8414239287376404,0.38826286792755127
1,0.9208720326423645,0.18710404634475708,0.8381876945495605,0.3802676200866699
2,0.925312876701355,0.173733189702034,0.8511326909065247,0.3408029079437256
3,0.9366168975830078,0.15353140234947205,0.844660222530365,0.3549841046333313
4,0.9398465752601624,0.15247982740402222,0.844660222530365,0.35691335797309875
5,0.9446911811828613,0.1369207799434662,0.8511326909065247,0.3194032609462738
6,0.9475171566009521,0.1338638812303543,0.8608414530754089,0.30237191915512085
7,0.9434800148010254,0.12746146321296692,0.8770226240158081,0.2941831946372986
8,0.945094883441925,0.1304224282503128,0.8673139214515686,0.30689847469329834
9,0.9491320252418518,0.12055286020040512,0.8770226240158081,0.30165183544158936
10,0.9555914402008057,0.11673450469970703,0.8867313861846924,0.30654123425483704
11,0.9495357275009155,0.11496405303478241,0.8834951519966125,0.3068789839744568
12,0.9600322842597961,0.11032162606716156,0.8802589178085327,0.31499066948890686
