epoch,accuracy,loss,val_accuracy,val_loss
0,0.8235769271850586,0.378175288438797,0.6245954632759094,0.6889436841011047
1,0.8897860050201416,0.23536725342273712,0.7734627723693848,0.48992499709129333
2,0.924101710319519,0.18900905549526215,0.8478964567184448,0.40922412276268005
3,0.9398465752601624,0.15153783559799194,0.8252426981925964,0.3355613946914673
4,0.937828004360199,0.1470818668603897,0.893203854560852,0.29111447930336
5,0.9479208588600159,0.13582181930541992,0.8543689250946045,0.34476879239082336
6,0.9596285820007324,0.10866636782884598,0.8478964567184448,0.6680924296379089
7,0.9624545574188232,0.09517548978328705,0.8834951519966125,0.3394763767719269
8,0.9753734469413757,0.06996604800224304,0.8867313861846924,0.5154301524162292
9,0.9652805924415588,0.08491119742393494,0.8996763825416565,0.4022141695022583
