epoch,accuracy,loss,val_accuracy,val_loss
0,0.7222446799278259,0.5372094511985779,0.8090614676475525,0.49935972690582275
1,0.8025837540626526,0.43929171562194824,0.8090614676475525,0.5584237575531006
2,0.8191360235214233,0.39249056577682495,0.8090614676475525,0.5293688178062439
3,0.8393217325210571,0.3659176230430603,0.7572815418243408,0.5279718041419983
4,0.8453774452209473,0.34401801228523254,0.7669903039932251,0.4828692078590393
5,0.857892632484436,0.31802210211753845,0.7734627723693848,0.49555104970932007
6,0.8736374378204346,0.2967943549156189,0.7928802371025085,0.511716365814209
7,0.8708114624023438,0.2844789922237396,0.8058252334594727,0.47565481066703796
8,0.8901897668838501,0.2688508629798889,0.8025889992713928,0.5212302803993225
9,0.8833265900611877,0.25870388746261597,0.8090614676475525,0.468868225812912
10,0.895438015460968,0.2472207397222519,0.8220064640045166,0.43951499462127686
11,0.9035122990608215,0.22407487034797668,0.8220064640045166,0.5336964726448059
12,0.9031085968017578,0.22047926485538483,0.8090614676475525,0.6223377585411072
13,0.9111828804016113,0.2248000204563141,0.8252426981925964,0.4734925329685211
14,0.9075494408607483,0.21381023526191711,0.8317152261734009,0.475311815738678
