epoch,accuracy,loss,val_accuracy,val_loss
0,0.8930157423019409,0.25946635007858276,0.8381876945495605,0.4236922264099121
1,0.9172385931015015,0.19399379193782806,0.844660222530365,0.40063542127609253
2,0.9200645685195923,0.1851307898759842,0.844660222530365,0.38401180505752563
3,0.9515542984008789,0.12668532133102417,0.8640776872634888,0.3741133213043213
4,0.9563988447189331,0.11474309116601944,0.8996763825416565,0.2837386429309845
5,0.9648768901824951,0.08923956751823425,0.9029126167297363,0.2835451662540436
6,0.970125138759613,0.08006124943494797,0.8899676203727722,0.28618496656417847
7,0.9757771492004395,0.06889365613460541,0.9223300814628601,0.21416375041007996
8,0.971336305141449,0.07215345650911331,0.9288026094436646,0.21130754053592682
9,0.9810254573822021,0.0537574402987957,0.9061488509178162,0.3080904483795166
10,0.9777957201004028,0.054875507950782776,0.9126213788986206,0.3129894733428955
11,0.9846588373184204,0.04607152193784714,0.9255663156509399,0.2646825313568115
12,0.9899071455001831,0.03179509565234184,0.9061488509178162,0.33221516013145447
13,0.9903108477592468,0.029659852385520935,0.9190938472747803,0.29528796672821045
