epoch,accuracy,loss,val_accuracy,val_loss
0,0.5639886856079102,1.3990541696548462,0.42718446254730225,0.7445722818374634
1,0.5906338095664978,0.6454628705978394,0.6893203854560852,0.658980667591095
2,0.6205086708068848,0.622121274471283,0.5113268494606018,0.6990044116973877
3,0.6491723656654358,0.6095514893531799,0.783171534538269,0.614669680595398
4,0.6322163939476013,0.6183574199676514,0.7896440029144287,0.608335018157959
5,0.6519984006881714,0.6099607348442078,0.6731391549110413,0.6888542175292969
6,0.637464702129364,0.613842785358429,0.754045307636261,0.6094998121261597
7,0.6423092484474182,0.610749363899231,0.708737850189209,0.6463987827301025
8,0.6491723656654358,0.6014442443847656,0.43689319491386414,0.7028096914291382
9,0.6467500925064087,0.6032260060310364,0.7605177760124207,0.5919398069381714
