epoch,accuracy,loss,val_accuracy,val_loss
0,0.5833669900894165,0.6921790242195129,0.5922330021858215,0.6628250479698181
1,0.6511909365653992,0.6347163319587708,0.5792880058288574,0.6598505973815918
2,0.7016552090644836,0.5886687636375427,0.5177993774414062,0.7284641861915588
3,0.7266855239868164,0.5653758645057678,0.6375404596328735,0.6395397186279297
4,0.7307226657867432,0.5523369908332825,0.6245954632759094,0.6547418236732483
5,0.7331449389457703,0.5431956052780151,0.692556619644165,0.6004109382629395
6,0.7315300703048706,0.5300408601760864,0.6504854559898376,0.6411698460578918
7,0.7501009106636047,0.522987961769104,0.6666666865348816,0.631430983543396
8,0.7525231838226318,0.519112765789032,0.6504854559898376,0.64150470495224
9,0.7573677897453308,0.5173465609550476,0.6957928538322449,0.6009862422943115
10,0.7662494778633118,0.5082917213439941,0.6440129280090332,0.6431131958961487
