epoch,accuracy,loss,val_accuracy,val_loss
0,0.5809447169303894,0.8398023247718811,0.8090614676475525,0.6430487036705017
1,0.6677432656288147,0.6884798407554626,0.8090614676475525,0.5569751262664795
2,0.7157852053642273,0.6128599047660828,0.8058252334594727,0.511428713798523
3,0.7375857830047607,0.5516359210014343,0.7928802371025085,0.4971144199371338
4,0.7569640874862671,0.5358967781066895,0.799352765083313,0.46695148944854736
5,0.7755349278450012,0.488675981760025,0.7961165308952332,0.44909316301345825
6,0.7791683673858643,0.4913939833641052,0.799352765083313,0.43065014481544495
7,0.7941057682037354,0.46106046438217163,0.7896440029144287,0.42429664731025696
8,0.7949131727218628,0.4440816342830658,0.799352765083313,0.42281174659729004
9,0.811869204044342,0.42257627844810486,0.799352765083313,0.4206637144088745
10,0.8126766085624695,0.42409366369247437,0.7961165308952332,0.41577401757240295
11,0.8142914772033691,0.40705111622810364,0.799352765083313,0.41242316365242004
12,0.8223657608032227,0.39858877658843994,0.799352765083313,0.4091760218143463
13,0.8219620585441589,0.38222938776016235,0.799352765083313,0.4093664586544037
14,0.8324586153030396,0.37419047951698303,0.8025889992713928,0.40719300508499146
