epoch,accuracy,loss,val_accuracy,val_loss
0,0.8356883525848389,0.34974735975265503,0.47249191999435425,0.7274082899093628
1,0.9083569049835205,0.2227950543165207,0.3430420756340027,1.5725672245025635
2,0.9261202812194824,0.1845559924840927,0.7864077687263489,0.41396212577819824
3,0.9390391707420349,0.13858982920646667,0.8673139214515686,0.31783023476600647
4,0.9479208588600159,0.12973089516162872,0.893203854560852,0.28590965270996094
5,0.9491320252418518,0.12031688541173935,0.8867313861846924,0.4041346311569214
6,0.950343132019043,0.12470206618309021,0.8478964567184448,0.34641990065574646
7,0.9527654647827148,0.11495088040828705,0.8867313861846924,0.27106326818466187
8,0.9527654647827148,0.11433402448892593,0.8705501556396484,0.3638148009777069
9,0.9656842947006226,0.09226589649915695,0.8770226240158081,0.29112035036087036
10,0.9681065678596497,0.08714255690574646,0.8964401483535767,0.27642422914505005
11,0.9705288410186768,0.07324185222387314,0.9158576130867004,0.35025373101234436
12,0.9717400074005127,0.07469559460878372,0.9061488509178162,0.24049192667007446
13,0.9668954610824585,0.09360834956169128,0.9158576130867004,0.2344227284193039
14,0.9725474119186401,0.0712893158197403,0.893203854560852,0.5120019912719727
