epoch,accuracy,loss,val_accuracy,val_loss
0,0.7771943211555481,2.615145683288574,0.184523805975914,97.77152252197266
1,0.8413353562355042,0.38026943802833557,0.184523805975914,109.42208099365234
2,0.8604651093482971,0.31144648790359497,0.184523805975914,121.01664733886719
3,0.8660915493965149,0.30841317772865295,0.184523805975914,108.4570083618164
4,0.8717179298400879,0.29593485593795776,0.184523805975914,40.117271423339844
5,0.8709677457809448,0.2870830297470093,0.2410714328289032,5.715296268463135
6,0.873218297958374,0.27430063486099243,0.6696428656578064,0.7556283473968506
7,0.8814703822135925,0.26101717352867126,0.851190447807312,0.35551586747169495
8,0.8837209343910217,0.2634541392326355,0.8154761791229248,0.4380864202976227
9,0.8822205662727356,0.26697760820388794,0.8125,0.45162662863731384
10,0.8908476829528809,0.24524733424186707,0.8184523582458496,0.47381502389907837
11,0.8863465785980225,0.25407153367996216,0.8333333134651184,0.49092477560043335
12,0.8777194023132324,0.25846055150032043,0.8154761791229248,0.5552527904510498
