epoch,accuracy,loss,val_accuracy,val_loss
0,0.7438109517097473,27.964998245239258,0.184523805975914,322.792724609375
1,0.7295573949813843,1.1306743621826172,0.184523805975914,331.519287109375
2,0.7175543904304504,0.6839978694915771,0.184523805975914,251.55445861816406
3,0.7434358596801758,0.5605090260505676,0.184523805975914,92.06233978271484
4,0.7760690450668335,0.5058205723762512,0.300595223903656,15.377169609069824
5,0.773443341255188,0.48119503259658813,0.4970238208770752,2.72357439994812
6,0.7940735220909119,0.46402400732040405,0.7023809552192688,0.8508255481719971
7,0.775693953037262,0.4829462468624115,0.4464285671710968,2.5244741439819336
8,0.7884470820426941,0.4874567985534668,0.7946428656578064,0.856839656829834
9,0.7936984300613403,0.4568611979484558,0.8035714030265808,0.4849255084991455
10,0.7929482460021973,0.45039594173431396,0.8065476417541504,0.45184603333473206
11,0.8102025389671326,0.41701167821884155,0.800595223903656,0.5013083219528198
12,0.8060765266418457,0.4385634660720825,0.7976190447807312,0.5347966551780701
13,0.775693953037262,0.4936102330684662,0.8154761791229248,0.45416295528411865
14,0.7895724177360535,0.6975775361061096,0.8035714030265808,0.7568725347518921
15,0.787696897983551,0.45435741543769836,0.8095238208770752,0.7162796854972839
