epoch,accuracy,loss,val_accuracy,val_loss
0,0.6322163939476013,0.6397928595542908,0.7184466123580933,0.6220107674598694
1,0.737182080745697,0.5296279191970825,0.737864077091217,0.5774776935577393
2,0.767056941986084,0.48897475004196167,0.7346278429031372,0.5746248364448547
3,0.7803794741630554,0.4647240936756134,0.7508090734481812,0.562264621257782
4,0.8062171936035156,0.4399280548095703,0.7572815418243408,0.556262195110321
5,0.8009688854217529,0.43515172600746155,0.754045307636261,0.5575480461120605
6,0.811869204044342,0.4152595102787018,0.7605177760124207,0.5391766428947449
7,0.8106580376625061,0.40700942277908325,0.7572815418243408,0.5447924733161926
8,0.8292288780212402,0.3953650891780853,0.7475728392601013,0.5467959642410278
9,0.8215583562850952,0.40119969844818115,0.754045307636261,0.5360597968101501
10,0.8251917362213135,0.38798514008522034,0.7702265381813049,0.5196848511695862
11,0.8296326398849487,0.3840949833393097,0.7734627723693848,0.5113764405250549
12,0.8364957571029663,0.3700225055217743,0.7669903039932251,0.5097516775131226
13,0.8389180302619934,0.3700004518032074,0.7605177760124207,0.5074043869972229
14,0.8465886116027832,0.3635214865207672,0.7702265381813049,0.5042356848716736
15,0.8356883525848389,0.3694380521774292,0.7605177760124207,0.5019264817237854
16,0.8514331579208374,0.35313770174980164,0.783171534538269,0.49329718947410583
17,0.8445700407028198,0.3548280894756317,0.7669903039932251,0.4952794909477234
18,0.8441663384437561,0.3517460227012634,0.7669903039932251,0.4967266321182251
19,0.85062575340271,0.3466653823852539,0.7864077687263489,0.4862861633300781
20,0.8546628952026367,0.33919501304626465,0.7766990065574646,0.4870836138725281
21,0.8582963347434998,0.33739665150642395,0.7864077687263489,0.48181378841400146
22,0.8558740615844727,0.33672890067100525,0.7766990065574646,0.481038898229599
23,0.857892632484436,0.3320005536079407,0.7928802371025085,0.4790293276309967
24,0.8603149056434631,0.3304705321788788,0.7961165308952332,0.4760950207710266
