epoch,accuracy,loss,val_accuracy,val_loss
0,0.7573677897453308,0.5037335157394409,0.8058252334594727,0.5282107591629028
1,0.8558740615844727,0.32473495602607727,0.8025889992713928,0.44378188252449036
2,0.8591037392616272,0.3065586984157562,0.8058252334594727,0.5477390289306641
3,0.882922887802124,0.26665163040161133,0.8576051592826843,0.31505343317985535
4,0.895438015460968,0.23841090500354767,0.8187702298164368,0.3783999979496002
5,0.8914008736610413,0.24836917221546173,0.8349514603614807,0.31552788615226746
6,0.8877674341201782,0.24190546572208405,0.8478964567184448,0.32091155648231506
7,0.9160274267196655,0.19983822107315063,0.8187702298164368,0.4489325284957886
8,0.9140088558197021,0.1935911625623703,0.844660222530365,0.39037415385246277
9,0.9204683303833008,0.18036283552646637,0.8608414530754089,0.32596293091773987
10,0.9216794371604919,0.17408275604248047,0.8414239287376404,0.368204265832901
11,0.9277351498603821,0.1642661690711975,0.8349514603614807,0.38576433062553406
